timestamp_utc,build_input_sha256,source_bytes,source_ast_nodes,source_statements,preprocessed_bytes,preprocessed_ast_nodes,preprocessed_statements,minified_bytes,minified_ast_nodes,minified_statements,constants,substituted_reads,folded_indexed_reads,python_version,python_minifier_version
2026-08-22T22:49:44+00:00,260541d8a2a95a5f6b912eb173ab8ea68385289b1139563ee2a98e6bf74c3f6a,78191,14361,1653,58910,14036,1617,26566,13922,1617,34,194,24,3.11.16,3.2.0
2026-08-22T23:05:01+00:00,4bef0c5573f0b265b1962f19b45da4e8195e289ca89891bcf1e0b8693b905c9c,78168,14358,1652,58889,14033,1616,26553,13919,1616,34,194,24,3.11.16,3.2.0
2026-08-22T23:29:10+00:00,d4aed718ee267743b1c0afd9e147d52815fab92721178b449edcdee00219eaf9,79733,14563,1682,59901,14237,1646,26874,14119,1645,34,195,24,3.11.16,3.2.0
2026-08-22T23:54:45+00:00,cc92c9c6dcd3353d05d884821a93f3b20b96616e32d703cb71caaa209ed19723,78355,14563,1609,59259,14228,1572,26757,14101,1571,35,197,24,3.11.16,3.2.0
